#,Side,Entry Time,Exit Time,Entry Price,Exit Price,P&L,Duration,Entry Reason,Exit Reason
452,CALL,2025-10-07T09:15:00+05:30,2025-10-07T10:11:00+05:30,25122.45,25185.20,62.75,56m0s,"1m CALL entry: EMA6(2508987) EMA9(2508645) > MA21(2508046), close=2512245","1m CALL exit: EMA6(2518851) crossed below EMA9(2518865), close=2518520"
453,CALL,2025-10-07T10:13:00+05:30,2025-10-07T10:14:00+05:30,25190.30,25183.65,-6.65,1m0s,"1m CALL re-entry: EMA6(2518921) EMA9(2518911) > MA21(2518872), close=2519030","1m CALL exit: EMA6(2518762) crossed below EMA9(2518801), close=2518365"
454,PUT,2025-10-07T10:31:00+05:30,2025-10-07T10:39:00+05:30,25174.65,25183.45,-8.80,8m0s,"1m PUT re-entry: EMA6(2517915) EMA9(2517926) < MA21(2518148), close=2517465","1m PUT exit: EMA6(2517714) crossed above EMA9(2517670), close=2518345"
455,CALL,2025-10-07T10:40:00+05:30,2025-10-07T10:43:00+05:30,25184.20,25172.10,-12.10,3m0s,"1m CALL entry: EMA6(2517916) EMA9(2517820) > MA21(2517780), close=2518420","1m CALL exit: EMA6(2517642) crossed below EMA9(2517673), close=2517210"
456,PUT,2025-10-07T10:44:00+05:30,2025-10-07T11:07:00+05:30,25170.20,25163.10,7.10,23m0s,"1m PUT entry: EMA6(2517464) EMA9(2517542) < MA21(2517633), close=2517020","1m PUT exit: EMA6(2515747) crossed above EMA9(2515745), close=2516310"
457,PUT,2025-10-07T11:10:00+05:30,2025-10-07T11:44:00+05:30,25153.20,25121.70,31.50,34m0s,"1m PUT entry: EMA6(2515795) EMA9(2515803) < MA21(2515921), close=2515320","1m PUT exit: EMA6(2511670) crossed above EMA9(2511633), close=2512170"
458,CALL,2025-10-07T11:46:00+05:30,2025-10-07T12:16:00+05:30,25122.10,25153.85,31.75,30m0s,"1m CALL entry: EMA6(2512064) EMA9(2511943) > MA21(2511911), close=2512210","1m CALL exit: EMA6(2515591) crossed below EMA9(2515607), close=2515385"
459,PUT,2025-10-07T12:18:00+05:30,2025-10-07T12:26:00+05:30,25147.30,25159.20,-11.90,8m0s,"1m PUT entry: EMA6(2515169) EMA9(2515291) < MA21(2515304), close=2514730","1m PUT exit: EMA6(2515276) crossed above EMA9(2515215), close=2515920"
460,CALL,2025-10-07T12:28:00+05:30,2025-10-07T12:35:00+05:30,25164.50,25156.05,-8.45,7m0s,"1m CALL entry: EMA6(2515762) EMA9(2515590) > MA21(2515471), close=2516450","1m CALL exit: EMA6(2515831) crossed below EMA9(2515835), close=2515605"
461,CALL,2025-10-07T12:36:00+05:30,2025-10-07T12:50:00+05:30,25159.55,25163.55,4.00,14m0s,"1m CALL re-entry: EMA6(2515867) EMA9(2515859) > MA21(2515514), close=2515955","1m CALL exit: EMA6(2516716) crossed below EMA9(2516719), close=2516355"
462,CALL,2025-10-07T12:54:00+05:30,2025-10-07T13:32:00+05:30,25177.15,25189.80,12.65,38m0s,"1m CALL re-entry: EMA6(2516910) EMA9(2516831) > MA21(2516606), close=2517715","1m CALL exit: EMA6(2519413) crossed below EMA9(2519428), close=2518980"
463,PUT,2025-10-07T13:33:00+05:30,2025-10-07T13:39:00+05:30,25185.35,25193.05,-7.70,6m0s,"1m PUT entry: EMA6(2519162) EMA9(2519249) < MA21(2519356), close=2518535","1m PUT exit: EMA6(2518792) crossed above EMA9(2518784), close=2519305"
464,CALL,2025-10-07T13:41:00+05:30,2025-10-07T13:52:00+05:30,25203.65,25192.75,-10.90,11m0s,"1m CALL entry: EMA6(2519590) EMA9(2519375) > MA21(2519180), close=2520365","1m CALL exit: EMA6(2520272) crossed below EMA9(2520320), close=2519275"
465,PUT,2025-10-07T13:56:00+05:30,2025-10-07T13:58:00+05:30,25200.00,25206.25,-6.25,2m0s,"1m PUT entry: EMA6(2520075) EMA9(2520141) < MA21(2520150), close=2520000","1m PUT exit: EMA6(2520226) crossed above EMA9(2520222), close=2520625"
466,PUT,2025-10-07T13:59:00+05:30,2025-10-07T14:02:00+05:30,25198.45,25202.70,-4.25,3m0s,"1m PUT re-entry: EMA6(2520117) EMA9(2520147) < MA21(2520366), close=2519845","1m PUT exit: EMA6(2520167) crossed above EMA9(2520166), close=2520270"
467,PUT,2025-10-07T14:03:00+05:30,2025-10-07T14:04:00+05:30,25199.15,25203.70,-4.55,1m0s,"1m PUT re-entry: EMA6(2520095) EMA9(2520116) < MA21(2520359), close=2519915","1m PUT exit: EMA6(2520173) crossed above EMA9(2520167), close=2520370"
468,PUT,2025-10-07T14:05:00+05:30,2025-10-07T14:06:00+05:30,25201.00,25202.35,-1.35,1m0s,"1m PUT re-entry: EMA6(2520152) EMA9(2520154) < MA21(2520302), close=2520100","1m PUT exit: EMA6(2520176) crossed above EMA9(2520170), close=2520235"
469,CALL,2025-10-07T14:08:00+05:30,2025-10-07T14:11:00+05:30,25206.25,25195.45,-10.80,3m0s,"1m CALL entry: EMA6(2520301) EMA9(2520259) > MA21(2520216), close=2520625","1m CALL exit: EMA6(2520139) crossed below EMA9(2520180), close=2519545"
470,PUT,2025-10-07T14:12:00+05:30,2025-10-07T14:14:00+05:30,25192.80,25212.55,-19.75,2m0s,"1m PUT entry: EMA6(2519894) EMA9(2520000) < MA21(2520083), close=2519280","1m PUT exit: EMA6(2520282) crossed above EMA9(2520233), close=2521255"
471,PUT,2025-10-07T14:18:00+05:30,2025-10-07T14:48:00+05:30,25199.20,25151.75,47.45,30m0s,"1m PUT entry: EMA6(2520150) EMA9(2520186) < MA21(2520214), close=2519920","1m PUT exit: EMA6(2514468) crossed above EMA9(2514442), close=2515175"
472,CALL,2025-10-07T14:50:00+05:30,2025-10-07T14:53:00+05:30,25159.05,25140.85,-18.20,3m0s,"1m CALL entry: EMA6(2515247) EMA9(2515028) > MA21(2514844), close=2515905","1m CALL exit: EMA6(2514855) crossed below EMA9(2514871), close=2514085"
473,PUT,2025-10-07T14:57:00+05:30,2025-10-07T15:25:00+05:30,25139.55,25107.90,31.65,28m0s,"1m PUT entry: EMA6(2514200) EMA9(2514336) < MA21(2514413), close=2513955","1m PUT exit: EMA6(2510112) crossed above EMA9(2510069), close=2510790"
474,CALL,2025-10-07T15:26:00+05:30,2025-10-07T15:29:00+05:30,25111.15,25112.80,1.65,3m0s,"1m CALL entry: EMA6(2510399) EMA9(2510279) > MA21(2510117), close=2511115",end of day (15:29 close)
475,PUT,2025-10-08T09:47:00+05:30,2025-10-08T09:57:00+05:30,25166.30,25169.55,-3.25,10m0s,"1m PUT entry: EMA6(2517337) EMA9(2517476) < MA21(2517545), close=2516630","1m PUT exit: EMA6(2516188) crossed above EMA9(2516122), close=2516955"
476,CALL,2025-10-08T10:03:00+05:30,2025-10-08T10:04:00+05:30,25162.45,25155.40,-7.05,1m0s,"1m CALL entry: EMA6(2516263) EMA9(2516253) > MA21(2516236), close=2516245","1m CALL exit: EMA6(2516056) crossed below EMA9(2516110), close=2515540"
477,CALL,2025-10-08T10:05:00+05:30,2025-10-08T10:08:00+05:30,25159.25,25160.30,1.05,3m0s,"1m CALL entry: EMA6(2516019) EMA9(2516073) > MA21(2516015), close=2515925","1m CALL exit: EMA6(2516125) crossed below EMA9(2516135), close=2516030"
478,CALL,2025-10-08T10:09:00+05:30,2025-10-08T10:12:00+05:30,25166.90,25145.20,-21.70,3m0s,"1m CALL re-entry: EMA6(2516286) EMA9(2516246) > MA21(2515945), close=2516690","1m CALL exit: EMA6(2515758) crossed below EMA9(2515899), close=2514520"
479,PUT,2025-10-08T10:43:00+05:30,2025-10-08T11:26:00+05:30,25127.75,25052.60,75.15,43m0s,"1m PUT entry: EMA6(2512844) EMA9(2512835) < MA21(2512862), close=2512775","1m PUT exit: EMA6(2504221) crossed above EMA9(2504126), close=2505260"
480,CALL,2025-10-08T11:27:00+05:30,2025-10-08T11:30:00+05:30,25055.30,25034.75,-20.55,3m0s,"1m CALL entry: EMA6(2504595) EMA9(2504407) > MA21(2504379), close=2505530","1m CALL exit: EMA6(2504144) crossed below EMA9(2504178), close=2503475"
481,CALL,2025-10-08T11:35:00+05:30,2025-10-08T11:45:00+05:30,25043.35,25037.25,-6.10,10m0s,"1m CALL entry: EMA6(2504028) EMA9(2504030) > MA21(2503949), close=2504335","1m CALL exit: EMA6(2504288) crossed below EMA9(2504344), close=2503725"
482,CALL,2025-10-08T11:50:00+05:30,2025-10-08T11:59:00+05:30,25048.05,25051.05,3.00,9m0s,"1m CALL entry: EMA6(2504355) EMA9(2504330) > MA21(2504245), close=2504805","1m CALL exit: EMA6(2505196) crossed below EMA9(2505199), close=2505105"
483,PUT,2025-10-08T12:02:00+05:30,2025-10-08T12:12:00+05:30,25039.00,25043.65,-4.65,10m0s,"1m PUT entry: EMA6(2504568) EMA9(2504730) < MA21(2504855), close=2503900","1m PUT exit: EMA6(2504028) crossed above EMA9(2504005), close=2504365"
484,CALL,2025-10-08T12:15:00+05:30,2025-10-08T12:18:00+05:30,25049.00,25040.55,-8.45,3m0s,"1m CALL entry: EMA6(2504591) EMA9(2504445) > MA21(2504316), close=2504900","1m CALL exit: EMA6(2504241) crossed below EMA9(2504249), close=2504055"
485,CALL,2025-10-08T12:19:00+05:30,2025-10-08T12:21:00+05:30,25043.65,25039.35,-4.30,2m0s,"1m CALL re-entry: EMA6(2504277) EMA9(2504273) > MA21(2504122), close=2504365","1m CALL exit: EMA6(2504179) crossed below EMA9(2504205), close=2503935"
486,PUT,2025-10-08T12:23:00+05:30,2025-10-08T12:36:00+05:30,25031.75,25034.65,-2.90,13m0s,"1m PUT entry: EMA6(2503758) EMA9(2503890) < MA21(2503975), close=2503175","1m PUT exit: EMA6(2502703) crossed above EMA9(2502641), close=2503465"
487,CALL,2025-10-08T12:38:00+05:30,2025-10-08T13:29:00+05:30,25036.45,25092.65,56.20,51m0s,"1m CALL entry: EMA6(2503124) EMA9(2502971) > MA21(2502903), close=2503645","1m CALL exit: EMA6(2509945) crossed below EMA9(2510023), close=2509265"
488,PUT,2025-10-08T13:30:00+05:30,2025-10-08T13:32:00+05:30,25092.05,25109.00,-16.95,2m0s,"1m PUT entry: EMA6(2509733) EMA9(2509859) < MA21(2509988), close=2509205","1m PUT exit: EMA6(2510185) crossed above EMA9(2510140), close=2510900"
489,CALL,2025-10-08T13:44:00+05:30,2025-10-08T13:57:00+05:30,25117.30,25116.00,-1.30,13m0s,"1m CALL re-entry: EMA6(2511512) EMA9(2511499) > MA21(2511066), close=2511730","1m CALL exit: EMA6(2512133) crossed below EMA9(2512161), close=2511600"
490,CALL,2025-10-08T13:59:00+05:30,2025-10-08T14:02:00+05:30,25127.85,25115.35,-12.50,3m0s,"1m CALL re-entry: EMA6(2512323) EMA9(2512284) > MA21(2512091), close=2512785","1m CALL exit: EMA6(2512174) crossed below EMA9(2512212), close=2511535"
491,PUT,2025-10-08T14:03:00+05:30,2025-10-08T14:24:00+05:30,25105.20,25077.50,27.70,21m0s,"1m PUT entry: EMA6(2511702) EMA9(2511873) < MA21(2512171), close=2510520","1m PUT exit: EMA6(2507404) crossed above EMA9(2507399), close=2507750"
492,PUT,2025-10-08T14:25:00+05:30,2025-10-08T14:38:00+05:30,25063.80,25072.80,-9.00,13m0s,"1m PUT re-entry: EMA6(2507112) EMA9(2507195) < MA21(2507653), close=2506380","1m PUT exit: EMA6(2506763) crossed above EMA9(2506707), close=2507280"
493,CALL,2025-10-08T14:39:00+05:30,2025-10-08T14:47:00+05:30,25078.15,25056.40,-21.75,8m0s,"1m CALL entry: EMA6(2507064) EMA9(2506929) > MA21(2506796), close=2507815","1m CALL exit: EMA6(2506666) crossed below EMA9(2506787), close=2505640"
494,PUT,2025-10-08T14:48:00+05:30,2025-10-08T14:54:00+05:30,25061.80,25081.50,-19.70,6m0s,"1m PUT entry: EMA6(2506527) EMA9(2506666) < MA21(2506786), close=2506180","1m PUT exit: EMA6(2506879) crossed above EMA9(2506728), close=2508150"
495,PUT,2025-10-08T14:56:00+05:30,2025-10-08T15:29:00+05:30,25067.70,25023.80,43.90,33m0s,"1m PUT entry: EMA6(2506792) EMA9(2506717) < MA21(2506801), close=2506770",end of day (15:29 close)
496,PUT,2025-10-09T09:38:00+05:30,2025-10-09T09:39:00+05:30,25100.20,25097.75,2.45,1m0s,"1m PUT entry: EMA6(2509313) EMA9(2509349) < MA21(2509354), close=2510020","1m PUT exit: EMA6(2509445) crossed above EMA9(2509434), close=2509775"
497,PUT,2025-10-09T09:40:00+05:30,2025-10-09T10:19:00+05:30,25090.95,25051.05,39.90,39m0s,"1m PUT re-entry: EMA6(2509345) EMA9(2509366) < MA21(2509754), close=2509095","1m PUT exit: EMA6(2504204) crossed above EMA9(2504112), close=2505105"
498,CALL,2025-10-09T10:21:00+05:30,2025-10-09T10:51:00+05:30,25053.75,25087.65,33.90,30m0s,"1m CALL entry: EMA6(2504614) EMA9(2504439) > MA21(2504355), close=2505375","1m CALL exit: EMA6(2509625) crossed below EMA9(2509695), close=2508765"
499,PUT,2025-10-09T10:52:00+05:30,2025-10-09T10:58:00+05:30,25083.25,25102.35,-19.10,6m0s,"1m PUT entry: EMA6(2509253) EMA9(2509421) < MA21(2509576), close=2508325","1m PUT exit: EMA6(2509382) crossed above EMA9(2509323), close=2510235"
500,CALL,2025-10-09T11:00:00+05:30,2025-10-09T11:19:00+05:30,25114.10,25136.25,22.15,19m0s,"1m CALL entry: EMA6(2510140) EMA9(2509890) > MA21(2509621), close=2511410","1m CALL exit: EMA6(2514124) crossed below EMA9(2514143), close=2513625"
501,CALL,2025-10-09T11:22:00+05:30,2025-10-09T11:27:00+05:30,25144.95,25138.50,-6.45,5m0s,"1m CALL re-entry: EMA6(2514179) EMA9(2514164) > MA21(2513855), close=2514495","1m CALL exit: EMA6(2514245) crossed below EMA9(2514250), close=2513850"
502,CALL,2025-10-09T11:31:00+05:30,2025-10-09T11:43:00+05:30,25147.15,25154.10,6.95,12m0s,"1m CALL entry: EMA6(2514608) EMA9(2514532) > MA21(2514482), close=2514715","1m CALL exit: EMA6(2515936) crossed below EMA9(2515942), close=2515410"
503,CALL,2025-10-09T11:46:00+05:30,2025-10-09T11:51:00+05:30,25162.45,25152.00,-10.45,5m0s,"1m CALL re-entry: EMA6(2515962) EMA9(2515945) > MA21(2515589), close=2516245","1m CALL exit: EMA6(2516321) crossed below EMA9(2516348), close=2515200"
504,PUT,2025-10-09T11:52:00+05:30,2025-10-09T12:12:00+05:30,25150.95,25141.10,9.85,20m0s,"1m PUT entry: EMA6(2515971) EMA9(2516097) < MA21(2516174), close=2515095","1m PUT exit: EMA6(2513765) crossed above EMA9(2513761), close=2514110"
505,CALL,2025-10-09T12:15:00+05:30,2025-10-09T12:26:00+05:30,25156.75,25145.40,-11.35,11m0s,"1m CALL entry: EMA6(2514408) EMA9(2514226) > MA21(2514001), close=2515675","1m CALL exit: EMA6(2515064) crossed below EMA9(2515085), close=2514540"
506,PUT,2025-10-09T12:29:00+05:30,2025-10-09T12:36:00+05:30,25144.75,25147.50,-2.75,7m0s,"1m PUT entry: EMA6(2514690) EMA9(2514788) < MA21(2514818), close=2514475","1m PUT exit: EMA6(2514450) crossed above EMA9(2514446), close=2514750"
507,PUT,2025-10-09T12:37:00+05:30,2025-10-09T12:48:00+05:30,25140.25,25143.85,-3.60,11m0s,"1m PUT re-entry: EMA6(2514328) EMA9(2514362) < MA21(2514784), close=2514025","1m PUT exit: EMA6(2513986) crossed above EMA9(2513941), close=2514385"
508,CALL,2025-10-09T12:49:00+05:30,2025-10-09T12:54:00+05:30,25147.60,25136.75,-10.85,5m0s,"1m CALL entry: EMA6(2514207) EMA9(2514104) > MA21(2513995), close=2514760","1m CALL exit: EMA6(2514146) crossed below EMA9(2514160), close=2513675"
509,CALL,2025-10-09T12:56:00+05:30,2025-10-09T12:59:00+05:30,25145.05,25134.60,-10.45,3m0s,"1m CALL entry: EMA6(2514146) EMA9(2514146) > MA21(2514011), close=2514505","1m CALL exit: EMA6(2514118) crossed below EMA9(2514148), close=2513460"
510,PUT,2025-10-09T13:01:00+05:30,2025-10-09T13:06:00+05:30,25133.20,25145.10,-11.90,5m0s,"1m PUT entry: EMA6(2513871) EMA9(2513963) < MA21(2514065), close=2513320","1m PUT exit: EMA6(2514000) crossed above EMA9(2513956), close=2514510"
511,PUT,2025-10-09T13:11:00+05:30,2025-10-09T13:18:00+05:30,25133.45,25142.15,-8.70,7m0s,"1m PUT re-entry: EMA6(2513823) EMA9(2513858) < MA21(2513965), close=2513345","1m PUT exit: EMA6(2513610) crossed above EMA9(2513566), close=2514215"
512,CALL,2025-10-09T13:19:00+05:30,2025-10-09T13:22:00+05:30,25142.10,25133.55,-8.55,3m0s,"1m CALL entry: EMA6(2513782) EMA9(2513695) > MA21(2513632), close=2514210","1m CALL exit: EMA6(2513622) crossed below EMA9(2513627), close=2513355"
513,CALL,2025-10-09T13:28:00+05:30,2025-10-09T13:37:00+05:30,25143.70,25139.55,-4.15,9m0s,"1m CALL entry: EMA6(2513786) EMA9(2513705) > MA21(2513557), close=2514370","1m CALL exit: EMA6(2514453) crossed below EMA9(2514467), close=2513955"
514,CALL,2025-10-09T13:41:00+05:30,2025-10-09T13:50:00+05:30,25146.00,25146.40,0.40,9m0s,"1m CALL re-entry: EMA6(2514435) EMA9(2514429) > MA21(2514220), close=2514600","1m CALL exit: EMA6(2514885) crossed below EMA9(2514890), close=2514640"
515,CALL,2025-10-09T13:51:00+05:30,2025-10-09T14:12:00+05:30,25152.75,25165.40,12.65,21m0s,"1m CALL re-entry: EMA6(2514996) EMA9(2514967) > MA21(2514825), close=2515275","1m CALL exit: EMA6(2517028) crossed below EMA9(2517079), close=2516540"
516,PUT,2025-10-09T14:13:00+05:30,2025-10-09T14:30:00+05:30,25157.40,25143.35,14.05,17m0s,"1m PUT entry: EMA6(2516660) EMA9(2516811) < MA21(2516833), close=2515740","1m PUT exit: EMA6(2513534) crossed above EMA9(2513507), close=2514335"
517,CALL,2025-10-09T14:33:00+05:30,2025-10-09T14:34:00+05:30,25137.85,25129.20,-8.65,1m0s,"1m CALL entry: EMA6(2513852) EMA9(2513771) > MA21(2513687), close=2513785","1m CALL exit: EMA6(2513586) crossed below EMA9(2513601), close=2512920"
518,CALL,2025-10-09T14:36:00+05:30,2025-10-09T14:49:00+05:30,25139.35,25133.75,-5.60,13m0s,"1m CALL re-entry: EMA6(2513710) EMA9(2513684) > MA21(2513546), close=2513935","1m CALL exit: EMA6(2514778) crossed below EMA9(2514866), close=2513375"
519,PUT,2025-10-09T14:50:00+05:30,2025-10-09T14:53:00+05:30,25132.45,25161.50,-29.05,3m0s,"1m PUT entry: EMA6(2514340) EMA9(2514542) < MA21(2514610), close=2513245","1m PUT exit: EMA6(2515085) crossed above EMA9(2514990), close=2516150"
520,PUT,2025-10-09T15:21:00+05:30,2025-10-09T15:29:00+05:30,25173.85,25170.30,3.55,8m0s,"1m PUT entry: EMA6(2518127) EMA9(2518220) < MA21(2518341), close=2517385",end of day (15:29 close)
521,CALL,2025-10-10T09:18:00+05:30,2025-10-10T09:55:00+05:30,25218.55,25264.00,45.45,37m0s,"1m CALL entry: EMA6(2519218) EMA9(2518788) > MA21(2518238), close=2521855","1m CALL exit: EMA6(2526769) crossed below EMA9(2526781), close=2526400"
522,CALL,2025-10-10T10:01:00+05:30,2025-10-10T10:06:00+05:30,25269.15,25262.20,-6.95,5m0s,"1m CALL re-entry: EMA6(2526711) EMA9(2526696) > MA21(2526686), close=2526915","1m CALL exit: EMA6(2526930) crossed below EMA9(2526933), close=2526220"
523,CALL,2025-10-10T10:16:00+05:30,2025-10-10T10:25:00+05:30,25274.10,25273.45,-0.65,9m0s,"1m CALL entry: EMA6(2526614) EMA9(2526485) > MA21(2526474), close=2527410","1m CALL exit: EMA6(2527960) crossed below EMA9(2527967), close=2527345"
524,CALL,2025-10-10T10:31:00+05:30,2025-10-10T10:36:00+05:30,25285.80,25274.45,-11.35,5m0s,"1m CALL re-entry: EMA6(2528002) EMA9(2527946) > MA21(2527722), close=2528580","1m CALL exit: EMA6(2527857) crossed below EMA9(2527894), close=2527445"
525,CALL,2025-10-10T10:51:00+05:30,2025-10-10T11:09:00+05:30,25280.05,25289.35,9.30,18m0s,"1m CALL entry: EMA6(2527567) EMA9(2527417) > MA21(2527404), close=2528005","1m CALL exit: EMA6(2529422) crossed below EMA9(2529471), close=2528935"
526,PUT,2025-10-10T11:11:00+05:30,2025-10-10T11:12:00+05:30,25293.70,25300.60,-6.90,1m0s,"1m PUT entry: EMA6(2529281) EMA9(2529344) < MA21(2529367), close=2529370","1m PUT exit: EMA6(2529504) crossed above EMA9(2529488), close=2530060"
527,PUT,2025-10-10T11:22:00+05:30,2025-10-10T11:37:00+05:30,25291.55,25290.95,0.60,15m0s,"1m PUT entry: EMA6(2529689) EMA9(2529775) < MA21(2529819), close=2529155","1m PUT exit: EMA6(2528698) crossed above EMA9(2528653), close=2529095"
528,PUT,2025-10-10T11:39:00+05:30,2025-10-10T11:43:00+05:30,25278.80,25290.50,-11.70,4m0s,"1m PUT re-entry: EMA6(2528463) EMA9(2528505) < MA21(2528760), close=2527880","1m PUT exit: EMA6(2528621) crossed above EMA9(2528574), close=2529050"
529,CALL,2025-10-10T11:48:00+05:30,2025-10-10T11:50:00+05:30,25287.90,25281.70,-6.20,2m0s,"1m CALL re-entry: EMA6(2528560) EMA9(2528547) > MA21(2528436), close=2528790","1m CALL exit: EMA6(2528501) crossed below EMA9(2528515), close=2528170"
530,PUT,2025-10-10T11:51:00+05:30,2025-10-10T11:55:00+05:30,25281.10,25286.70,-5.60,4m0s,"1m PUT entry: EMA6(2528390) EMA9(2528434) < MA21(2528457), close=2528110","1m PUT exit: EMA6(2528486) crossed above EMA9(2528473), close=2528670"
531,PUT,2025-10-10T11:56:00+05:30,2025-10-10T12:01:00+05:30,25283.05,25288.00,-4.95,5m0s,"1m PUT re-entry: EMA6(2528434) EMA9(2528439) < MA21(2528483), close=2528305","1m PUT exit: EMA6(2528479) crossed above EMA9(2528445), close=2528800"
532,CALL,2025-10-10T12:02:00+05:30,2025-10-10T12:06:00+05:30,25290.65,25280.75,-9.90,4m0s,"1m CALL entry: EMA6(2528647) EMA9(2528569) > MA21(2528506), close=2529065","1m CALL exit: EMA6(2528670) crossed below EMA9(2528674), close=2528075"
533,PUT,2025-10-10T12:07:00+05:30,2025-10-10T12:14:00+05:30,25277.65,25286.30,-8.65,7m0s,"1m PUT entry: EMA6(2528411) EMA9(2528493) < MA21(2528502), close=2527765","1m PUT exit: EMA6(2528208) crossed above EMA9(2528200), close=2528630"
534,CALL,2025-10-10T12:16:00+05:30,2025-10-10T12:19:00+05:30,25288.40,25277.20,-11.20,3m0s,"1m CALL entry: EMA6(2528554) EMA9(2528459) > MA21(2528397), close=2528840","1m CALL exit: EMA6(2528256) crossed below EMA9(2528294), close=2527720"
535,CALL,2025-10-10T12:23:00+05:30,2025-10-10T12:29:00+05:30,25290.30,25282.85,-7.45,6m0s,"1m CALL entry: EMA6(2528558) EMA9(2528482) > MA21(2528368), close=2529030","1m CALL exit: EMA6(2528570) crossed below EMA9(2528576), close=2528285"
536,PUT,2025-10-10T12:33:00+05:30,2025-10-10T12:42:00+05:30,25282.60,25294.90,-12.30,9m0s,"1m PUT entry: EMA6(2528442) EMA9(2528474) < MA21(2528533), close=2528260","1m PUT exit: EMA6(2528443) crossed above EMA9(2528362), close=2529490"
537,CALL,2025-10-10T12:43:00+05:30,2025-10-10T13:06:00+05:30,25298.70,25303.05,4.35,23m0s,"1m CALL entry: EMA6(2528851) EMA9(2528664) > MA21(2528497), close=2529870","1m CALL exit: EMA6(2531159) crossed below EMA9(2531249), close=2530305"
538,CALL,2025-10-10T13:18:00+05:30,2025-10-10T13:25:00+05:30,25317.70,25305.25,-12.45,7m0s,"1m CALL entry: EMA6(2531306) EMA9(2531115) > MA21(2530975), close=2531770","1m CALL exit: EMA6(2531228) crossed below EMA9(2531239), close=2530525"
539,PUT,2025-10-10T13:27:00+05:30,2025-10-10T13:32:00+05:30,25284.15,25314.70,-30.55,5m0s,"1m PUT entry: EMA6(2529996) EMA9(2530337) < MA21(2530706), close=2528415","1m PUT exit: EMA6(2530678) crossed above EMA9(2530595), close=2531470"
540,CALL,2025-10-10T13:33:00+05:30,2025-10-10T13:46:00+05:30,25321.10,25315.30,-5.80,13m0s,"1m CALL entry: EMA6(2531087) EMA9(2530898) > MA21(2530878), close=2532110","1m CALL exit: EMA6(2531780) crossed below EMA9(2531807), close=2531530"
541,PUT,2025-10-10T13:49:00+05:30,2025-10-10T13:55:00+05:30,25313.60,25319.35,-5.75,6m0s,"1m PUT entry: EMA6(2531567) EMA9(2531633) < MA21(2531714), close=2531360","1m PUT exit: EMA6(2531618) crossed above EMA9(2531608), close=2531935"
