#,Side,Entry Time,Exit Time,Entry Price,Exit Price,P&L,Duration,Entry Reason,Exit Reason
352,PUT,2025-09-29T10:48:00+05:30,2025-09-29T11:01:00+05:30,24746.05,24753.75,-7.70,13m0s,"1m PUT re-entry: EMA6(2475733) EMA9(2475863) < MA21(2476291), close=2474605","1m PUT exit: EMA6(2474746) crossed above EMA9(2474672), close=2475375"
353,CALL,2025-09-29T11:04:00+05:30,2025-09-29T11:12:00+05:30,24757.15,24738.75,-18.40,8m0s,"1m CALL entry: EMA6(2475299) EMA9(2475131) > MA21(2474976), close=2475715","1m CALL exit: EMA6(2475020) crossed below EMA9(2475154), close=2473875"
354,PUT,2025-09-29T11:14:00+05:30,2025-09-29T11:56:00+05:30,24740.45,24668.65,71.80,42m0s,"1m PUT entry: EMA6(2474553) EMA9(2474763) < MA21(2474878), close=2474045","1m PUT exit: EMA6(2466193) crossed above EMA9(2466121), close=2466865"
355,CALL,2025-09-29T11:57:00+05:30,2025-09-29T12:02:00+05:30,24674.25,24646.60,-27.65,5m0s,"1m CALL entry: EMA6(2466545) EMA9(2466382) > MA21(2466149), close=2467425","1m CALL exit: EMA6(2465910) crossed below EMA9(2466054), close=2464660"
356,PUT,2025-09-29T12:03:00+05:30,2025-09-29T12:16:00+05:30,24646.20,24659.80,-13.60,13m0s,"1m PUT entry: EMA6(2465541) EMA9(2465767) < MA21(2465924), close=2464620","1m PUT exit: EMA6(2464834) crossed above EMA9(2464792), close=2465980"
357,PUT,2025-09-29T12:19:00+05:30,2025-09-29T12:21:00+05:30,24640.50,24651.60,-11.10,2m0s,"1m PUT entry: EMA6(2465006) EMA9(2464986) < MA21(2465100), close=2464050","1m PUT exit: EMA6(2464996) crossed above EMA9(2464981), close=2465160"
358,PUT,2025-09-29T12:33:00+05:30,2025-09-29T12:52:00+05:30,24640.85,24625.90,14.95,19m0s,"1m PUT entry: EMA6(2465006) EMA9(2465119) < MA21(2465169), close=2464085","1m PUT exit: EMA6(2462213) crossed above EMA9(2462200), close=2462590"
359,CALL,2025-09-29T12:55:00+05:30,2025-09-29T13:42:00+05:30,24633.30,24695.35,62.05,47m0s,"1m CALL entry: EMA6(2462669) EMA9(2462540) > MA21(2462364), close=2463330","1m CALL exit: EMA6(2470660) crossed below EMA9(2470781), close=2469535"
360,PUT,2025-09-29T13:43:00+05:30,2025-09-29T13:57:00+05:30,24689.95,24707.00,-17.05,14m0s,"1m PUT entry: EMA6(2470184) EMA9(2470424) < MA21(2470491), close=2468995","1m PUT exit: EMA6(2470048) crossed above EMA9(2469989), close=2470700"
361,CALL,2025-09-29T13:58:00+05:30,2025-09-29T14:15:00+05:30,24713.20,24723.65,10.45,17m0s,"1m CALL entry: EMA6(2470411) EMA9(2470255) > MA21(2470117), close=2471320","1m CALL exit: EMA6(2472563) crossed below EMA9(2472583), close=2472365"
362,CALL,2025-09-29T14:18:00+05:30,2025-09-29T14:25:00+05:30,24735.75,24723.60,-12.15,7m0s,"1m CALL re-entry: EMA6(2472866) EMA9(2472785) > MA21(2472700), close=2473575","1m CALL exit: EMA6(2473276) crossed below EMA9(2473283), close=2472360"
363,PUT,2025-09-29T14:28:00+05:30,2025-09-29T14:35:00+05:30,24720.25,24731.00,-10.75,7m0s,"1m PUT entry: EMA6(2472652) EMA9(2472803) < MA21(2472932), close=2472025","1m PUT exit: EMA6(2472509) crossed above EMA9(2472477), close=2473100"
364,PUT,2025-09-29T14:36:00+05:30,2025-09-29T14:59:00+05:30,24721.45,24685.55,35.90,23m0s,"1m PUT re-entry: EMA6(2472405) EMA9(2472411) < MA21(2472759), close=2472145","1m PUT exit: EMA6(2468472) crossed above EMA9(2468469), close=2468555"
365,PUT,2025-09-29T15:00:00+05:30,2025-09-29T15:14:00+05:30,24643.95,24639.65,4.30,14m0s,"1m PUT re-entry: EMA6(2467307) EMA9(2467654) < MA21(2468412), close=2464395","1m PUT exit: EMA6(2463756) crossed above EMA9(2463739), close=2463965"
366,PUT,2025-09-29T15:15:00+05:30,2025-09-29T15:23:00+05:30,24633.90,24642.35,-8.45,8m0s,"1m PUT re-entry: EMA6(2463652) EMA9(2463669) < MA21(2464491), close=2463390","1m PUT exit: EMA6(2463358) crossed above EMA9(2463309), close=2464235"
367,PUT,2025-09-30T09:29:00+05:30,2025-09-30T09:49:00+05:30,24670.25,24665.65,4.60,20m0s,"1m PUT entry: EMA6(2469008) EMA9(2469368) < MA21(2469375), close=2467025","1m PUT exit: EMA6(2465666) crossed above EMA9(2465646), close=2466565"
368,CALL,2025-09-30T09:54:00+05:30,2025-09-30T09:56:00+05:30,24658.85,24652.25,-6.60,2m0s,"1m CALL entry: EMA6(2465901) EMA9(2465851) > MA21(2465784), close=2465885","1m CALL exit: EMA6(2465641) crossed below EMA9(2465682), close=2465225"
369,CALL,2025-09-30T09:58:00+05:30,2025-09-30T10:06:00+05:30,24660.60,24654.25,-6.35,8m0s,"1m CALL re-entry: EMA6(2465788) EMA9(2465772) > MA21(2465614), close=2466060","1m CALL exit: EMA6(2466169) crossed below EMA9(2466217), close=2465425"
370,PUT,2025-09-30T10:07:00+05:30,2025-09-30T10:19:00+05:30,24655.00,24649.15,5.85,12m0s,"1m PUT entry: EMA6(2465978) EMA9(2466074) < MA21(2466079), close=2465500","1m PUT exit: EMA6(2464519) crossed above EMA9(2464515), close=2464915"
371,PUT,2025-09-30T10:20:00+05:30,2025-09-30T10:21:00+05:30,24644.50,24647.15,-2.65,1m0s,"1m PUT re-entry: EMA6(2464499) EMA9(2464502) < MA21(2465114), close=2464450","1m PUT exit: EMA6(2464561) crossed above EMA9(2464545), close=2464715"
372,CALL,2025-09-30T10:25:00+05:30,2025-09-30T11:18:00+05:30,24642.90,24659.25,16.35,53m0s,"1m CALL entry: EMA6(2464594) EMA9(2464602) > MA21(2464594), close=2464290","1m CALL exit: EMA6(2466167) crossed below EMA9(2466168), close=2465925"
373,CALL,2025-09-30T11:19:00+05:30,2025-09-30T11:23:00+05:30,24664.40,24648.40,-16.00,4m0s,"1m CALL re-entry: EMA6(2466245) EMA9(2466222) > MA21(2465945), close=2466440","1m CALL exit: EMA6(2465961) crossed below EMA9(2466086), close=2464840"
374,CALL,2025-09-30T11:36:00+05:30,2025-09-30T11:40:00+05:30,24668.60,24644.90,-23.70,4m0s,"1m CALL entry: EMA6(2465958) EMA9(2465739) > MA21(2465501), close=2466860","1m CALL exit: EMA6(2465466) crossed below EMA9(2465524), close=2464490"
375,PUT,2025-09-30T11:43:00+05:30,2025-09-30T12:04:00+05:30,24644.25,24645.40,-1.15,21m0s,"1m PUT entry: EMA6(2464836) EMA9(2465013) < MA21(2465074), close=2464425","1m PUT exit: EMA6(2463821) crossed above EMA9(2463737), close=2464540"
376,CALL,2025-09-30T12:05:00+05:30,2025-09-30T12:40:00+05:30,24651.65,24665.65,14.00,35m0s,"1m CALL entry: EMA6(2464205) EMA9(2464023) > MA21(2463910), close=2465165","1m CALL exit: EMA6(2467172) crossed below EMA9(2467237), close=2466565"
377,PUT,2025-09-30T12:41:00+05:30,2025-09-30T13:08:00+05:30,24668.95,24657.45,11.50,27m0s,"1m PUT entry: EMA6(2467093) EMA9(2467169) < MA21(2467237), close=2466895","1m PUT exit: EMA6(2465421) crossed above EMA9(2465396), close=2465745"
378,CALL,2025-09-30T13:09:00+05:30,2025-09-30T13:21:00+05:30,24664.15,24664.05,-0.10,12m0s,"1m CALL entry: EMA6(2465705) EMA9(2465600) > MA21(2465546), close=2466415","1m CALL exit: EMA6(2466513) crossed below EMA9(2466521), close=2466405"
379,PUT,2025-09-30T13:23:00+05:30,2025-09-30T13:48:00+05:30,24652.15,24642.15,10.00,25m0s,"1m PUT entry: EMA6(2466053) EMA9(2466189) < MA21(2466189), close=2465215","1m PUT exit: EMA6(2463970) crossed above EMA9(2463943), close=2464215"
380,CALL,2025-09-30T13:49:00+05:30,2025-09-30T13:54:00+05:30,24644.70,24632.20,-12.50,5m0s,"1m CALL entry: EMA6(2464113) EMA9(2464048) > MA21(2464017), close=2464470","1m CALL exit: EMA6(2464067) crossed below EMA9(2464107), close=2463220"
381,PUT,2025-09-30T13:55:00+05:30,2025-09-30T14:06:00+05:30,24635.10,24639.20,-4.10,11m0s,"1m PUT entry: EMA6(2463908) EMA9(2463988) < MA21(2464021), close=2463510","1m PUT exit: EMA6(2463619) crossed above EMA9(2463617), close=2463920"
382,PUT,2025-09-30T14:08:00+05:30,2025-09-30T14:24:00+05:30,24631.15,24620.85,10.30,16m0s,"1m PUT re-entry: EMA6(2463597) EMA9(2463612) < MA21(2463813), close=2463115","1m PUT exit: EMA6(2461246) crossed above EMA9(2461186), close=2462085"
383,PUT,2025-09-30T14:25:00+05:30,2025-09-30T14:27:00+05:30,24603.80,24612.60,-8.80,2m0s,"1m PUT re-entry: EMA6(2460998) EMA9(2461025) < MA21(2461627), close=2460380","1m PUT exit: EMA6(2461113) crossed above EMA9(2461099), close=2461260"
384,CALL,2025-09-30T14:29:00+05:30,2025-09-30T14:47:00+05:30,24612.00,24615.90,3.90,18m0s,"1m CALL entry: EMA6(2461181) EMA9(2461155) > MA21(2461153), close=2461200","1m CALL exit: EMA6(2463498) crossed below EMA9(2463502), close=2461590"
385,PUT,2025-09-30T14:50:00+05:30,2025-09-30T14:57:00+05:30,24620.65,24632.70,-12.05,7m0s,"1m PUT entry: EMA6(2462651) EMA9(2462845) < MA21(2462990), close=2462065","1m PUT exit: EMA6(2462917) crossed above EMA9(2462899), close=2463270"
386,PUT,2025-09-30T15:00:00+05:30,2025-09-30T15:22:00+05:30,24631.45,24612.00,19.45,22m0s,"1m PUT entry: EMA6(2463200) EMA9(2463138) < MA21(2463201), close=2463145","1m PUT exit: EMA6(2460874) crossed above EMA9(2460865), close=2461200"
387,CALL,2025-09-30T15:23:00+05:30,2025-09-30T15:29:00+05:30,24610.85,24633.60,22.75,6m0s,"1m CALL entry: EMA6(2460934) EMA9(2460909) > MA21(2460898), close=2461085",end of day (15:29 close)
388,PUT,2025-10-01T09:53:00+05:30,2025-10-01T10:00:00+05:30,24658.55,24675.40,-16.85,7m0s,"1m PUT entry: EMA6(2466963) EMA9(2467192) < MA21(2467268), close=2465855","1m PUT exit: EMA6(2467352) crossed above EMA9(2467337), close=2467540"
389,PUT,2025-10-01T10:03:00+05:30,2025-10-01T10:14:00+05:30,24648.35,24659.95,-11.60,11m0s,"1m PUT entry: EMA6(2466903) EMA9(2467065) < MA21(2467522), close=2464835","1m PUT exit: EMA6(2465458) crossed above EMA9(2465399), close=2465995"
390,CALL,2025-10-01T10:18:00+05:30,2025-10-01T10:23:00+05:30,24668.00,24652.20,-15.80,5m0s,"1m CALL entry: EMA6(2466079) EMA9(2465894) > MA21(2465693), close=2466800","1m CALL exit: EMA6(2465712) crossed below EMA9(2465767), close=2465220"
391,PUT,2025-10-01T10:28:00+05:30,2025-10-01T10:29:00+05:30,24659.90,24663.45,-3.55,1m0s,"1m PUT entry: EMA6(2465702) EMA9(2465709) < MA21(2465721), close=2465990","1m PUT exit: EMA6(2465886) crossed above EMA9(2465837), close=2466345"
392,PUT,2025-10-01T10:44:00+05:30,2025-10-01T10:52:00+05:30,24662.75,24671.45,-8.70,8m0s,"1m PUT entry: EMA6(2467102) EMA9(2467312) < MA21(2467352), close=2466275","1m PUT exit: EMA6(2466785) crossed above EMA9(2466747), close=2467145"
393,CALL,2025-10-01T10:56:00+05:30,2025-10-01T12:17:00+05:30,24679.50,24795.85,116.35,1h21m0s,"1m CALL entry: EMA6(2467414) EMA9(2467250) > MA21(2467115), close=2467950","1m CALL exit: EMA6(2480205) crossed below EMA9(2480224), close=2479585"
394,PUT,2025-10-01T12:18:00+05:30,2025-10-01T12:39:00+05:30,24788.75,24777.10,11.65,21m0s,"1m PUT entry: EMA6(2479825) EMA9(2479954) < MA21(2480004), close=2478875","1m PUT exit: EMA6(2477187) crossed above EMA9(2477176), close=2477710"
395,CALL,2025-10-01T12:42:00+05:30,2025-10-01T12:44:00+05:30,24774.10,24760.95,-13.15,2m0s,"1m CALL entry: EMA6(2477329) EMA9(2477294) > MA21(2477247), close=2477410","1m CALL exit: EMA6(2476928) crossed below EMA9(2477022), close=2476095"
396,PUT,2025-10-01T12:51:00+05:30,2025-10-01T12:52:00+05:30,24765.10,24768.40,-3.30,1m0s,"1m PUT re-entry: EMA6(2476728) EMA9(2476730) < MA21(2476847), close=2476510","1m PUT exit: EMA6(2476760) crossed above EMA9(2476752), close=2476840"
397,CALL,2025-10-01T12:56:00+05:30,2025-10-01T12:57:00+05:30,24771.05,24759.50,-11.55,1m0s,"1m CALL entry: EMA6(2476882) EMA9(2476846) > MA21(2476830), close=2477105","1m CALL exit: EMA6(2476616) crossed below EMA9(2476667), close=2475950"
398,PUT,2025-10-01T13:11:00+05:30,2025-10-01T13:13:00+05:30,24756.90,24773.10,-16.20,2m0s,"1m PUT re-entry: EMA6(2475866) EMA9(2475883) < MA21(2476099), close=2475690","1m PUT exit: EMA6(2476293) crossed above EMA9(2476177), close=2477310"
399,PUT,2025-10-01T13:46:00+05:30,2025-10-01T13:54:00+05:30,24777.90,24782.95,-5.05,8m0s,"1m PUT entry: EMA6(2478204) EMA9(2478276) < MA21(2478365), close=2477790","1m PUT exit: EMA6(2477910) crossed above EMA9(2477893), close=2478295"
400,PUT,2025-10-01T13:57:00+05:30,2025-10-01T13:58:00+05:30,24776.00,24780.60,-4.60,1m0s,"1m PUT re-entry: EMA6(2477855) EMA9(2477866) < MA21(2478069), close=2477600","1m PUT exit: EMA6(2477914) crossed above EMA9(2477905), close=2478060"
401,CALL,2025-10-01T14:00:00+05:30,2025-10-01T14:15:00+05:30,24783.60,24781.60,-2.00,15m0s,"1m CALL entry: EMA6(2478138) EMA9(2478073) > MA21(2478030), close=2478360","1m CALL exit: EMA6(2479352) crossed below EMA9(2479471), close=2478160"
402,CALL,2025-10-01T14:18:00+05:30,2025-10-01T14:56:00+05:30,24798.60,24830.60,32.00,38m0s,"1m CALL entry: EMA6(2479392) EMA9(2479416) > MA21(2479360), close=2479860","1m CALL exit: EMA6(2484534) crossed below EMA9(2484678), close=2483060"
403,CALL,2025-10-01T15:19:00+05:30,2025-10-01T15:29:00+05:30,24839.70,24853.40,13.70,10m0s,"1m CALL entry: EMA6(2483513) EMA9(2483429) > MA21(2483421), close=2483970",end of day (15:29 close)
404,CALL,2025-10-03T09:41:00+05:30,2025-10-03T10:04:00+05:30,24788.20,24813.30,25.10,23m0s,"1m CALL entry: EMA6(2478195) EMA9(2477984) > MA21(2477775), close=2478820","1m CALL exit: EMA6(2481770) crossed below EMA9(2481782), close=2481330"
405,CALL,2025-10-03T10:08:00+05:30,2025-10-03T10:09:00+05:30,24818.10,24805.15,-12.95,1m0s,"1m CALL re-entry: EMA6(2481681) EMA9(2481679) > MA21(2481531), close=2481810","1m CALL exit: EMA6(2481348) crossed below EMA9(2481446), close=2480515"
406,CALL,2025-10-03T10:28:00+05:30,2025-10-03T10:41:00+05:30,24808.50,24803.20,-5.30,13m0s,"1m CALL entry: EMA6(2479921) EMA9(2479769) > MA21(2479643), close=2480850","1m CALL exit: EMA6(2481037) crossed below EMA9(2481075), close=2480320"
407,PUT,2025-10-03T10:43:00+05:30,2025-10-03T10:53:00+05:30,24788.70,24797.95,-9.25,10m0s,"1m PUT entry: EMA6(2480170) EMA9(2480434) < MA21(2480701), close=2478870","1m PUT exit: EMA6(2479379) crossed above EMA9(2479334), close=2479795"
408,CALL,2025-10-03T11:00:00+05:30,2025-10-03T11:25:00+05:30,24794.85,24818.30,23.45,25m0s,"1m CALL entry: EMA6(2479406) EMA9(2479412) > MA21(2479279), close=2479485","1m CALL exit: EMA6(2482057) crossed below EMA9(2482058), close=2481830"
409,PUT,2025-10-03T11:29:00+05:30,2025-10-03T11:32:00+05:30,24811.45,24823.95,-12.50,3m0s,"1m PUT entry: EMA6(2481712) EMA9(2481801) < MA21(2481826), close=2481145","1m PUT exit: EMA6(2481938) crossed above EMA9(2481917), close=2482395"
410,CALL,2025-10-03T11:35:00+05:30,2025-10-03T11:40:00+05:30,24828.20,24820.20,-8.00,5m0s,"1m CALL entry: EMA6(2482383) EMA9(2482258) > MA21(2482200), close=2482820","1m CALL exit: EMA6(2482231) crossed below EMA9(2482232), close=2482020"
411,CALL,2025-10-03T11:42:00+05:30,2025-10-03T11:45:00+05:30,24826.55,24812.35,-14.20,3m0s,"1m CALL re-entry: EMA6(2482309) EMA9(2482283) > MA21(2482097), close=2482655","1m CALL exit: EMA6(2482025) crossed below EMA9(2482104), close=2481235"
412,CALL,2025-10-03T11:51:00+05:30,2025-10-03T11:56:00+05:30,24827.40,24819.30,-8.10,5m0s,"1m CALL entry: EMA6(2482381) EMA9(2482310) > MA21(2482275), close=2482740","1m CALL exit: EMA6(2482362) crossed below EMA9(2482374), close=2481930"
413,PUT,2025-10-03T11:57:00+05:30,2025-10-03T12:01:00+05:30,24818.25,24826.60,-8.35,4m0s,"1m PUT entry: EMA6(2482209) EMA9(2482264) < MA21(2482266), close=2481825","1m PUT exit: EMA6(2482305) crossed above EMA9(2482289), close=2482660"
414,PUT,2025-10-03T12:17:00+05:30,2025-10-03T12:26:00+05:30,24814.85,24829.95,-15.10,9m0s,"1m PUT entry: EMA6(2482827) EMA9(2483085) < MA21(2483189), close=2481485","1m PUT exit: EMA6(2482290) crossed above EMA9(2482264), close=2482995"
415,PUT,2025-10-03T12:31:00+05:30,2025-10-03T12:43:00+05:30,24814.30,24818.40,-4.10,12m0s,"1m PUT re-entry: EMA6(2482225) EMA9(2482275) < MA21(2482491), close=2481430","1m PUT exit: EMA6(2481378) crossed above EMA9(2481367), close=2481840"
416,CALL,2025-10-03T12:45:00+05:30,2025-10-03T13:00:00+05:30,24823.45,24821.10,-2.35,15m0s,"1m CALL entry: EMA6(2481871) EMA9(2481734) > MA21(2481688), close=2482345","1m CALL exit: EMA6(2482555) crossed below EMA9(2482585), close=2482110"
417,PUT,2025-10-03T13:02:00+05:30,2025-10-03T13:05:00+05:30,24813.50,24830.80,-17.30,3m0s,"1m PUT entry: EMA6(2482085) EMA9(2482235) < MA21(2482468), close=2481350","1m PUT exit: EMA6(2482381) crossed above EMA9(2482364), close=2483080"
418,CALL,2025-10-03T13:06:00+05:30,2025-10-03T13:22:00+05:30,24838.15,24838.10,-0.05,16m0s,"1m CALL entry: EMA6(2482791) EMA9(2482654) > MA21(2482621), close=2483815","1m CALL exit: EMA6(2483898) crossed below EMA9(2483903), close=2483810"
419,PUT,2025-10-03T13:24:00+05:30,2025-10-03T13:42:00+05:30,24834.50,24830.10,4.40,18m0s,"1m PUT entry: EMA6(2483725) EMA9(2483777) < MA21(2483840), close=2483450","1m PUT exit: EMA6(2482431) crossed above EMA9(2482416), close=2483010"
420,CALL,2025-10-03T13:45:00+05:30,2025-10-03T13:48:00+05:30,24838.60,24820.00,-18.60,3m0s,"1m CALL entry: EMA6(2482922) EMA9(2482775) > MA21(2482585), close=2483860","1m CALL exit: EMA6(2482640) crossed below EMA9(2482653), close=2482000"
421,CALL,2025-10-03T13:53:00+05:30,2025-10-03T14:09:00+05:30,24829.15,24825.70,-3.45,16m0s,"1m CALL entry: EMA6(2482599) EMA9(2482588) > MA21(2482512), close=2482915","1m CALL exit: EMA6(2483261) crossed below EMA9(2483319), close=2482570"
422,PUT,2025-10-03T14:10:00+05:30,2025-10-03T14:27:00+05:30,24824.85,24826.00,-1.15,17m0s,"1m PUT entry: EMA6(2483039) EMA9(2483152) < MA21(2483213), close=2482485","1m PUT exit: EMA6(2481993) crossed above EMA9(2481947), close=2482600"
423,CALL,2025-10-03T14:28:00+05:30,2025-10-03T15:12:00+05:30,24829.90,24891.95,62.05,44m0s,"1m CALL entry: EMA6(2482278) EMA9(2482156) > MA21(2482006), close=2482990","1m CALL exit: EMA6(2489425) crossed below EMA9(2489450), close=2489195"
424,PUT,2025-10-03T15:15:00+05:30,2025-10-03T15:22:00+05:30,24885.85,24896.55,-10.70,7m0s,"1m PUT entry: EMA6(2489035) EMA9(2489149) < MA21(2489235), close=2488585","1m PUT exit: EMA6(2489054) crossed above EMA9(2489017), close=2489655"
425,CALL,2025-10-03T15:26:00+05:30,2025-10-03T15:29:00+05:30,24896.30,24895.00,-1.30,3m0s,"1m CALL entry: EMA6(2489422) EMA9(2489327) > MA21(2489270), close=2489630",end of day (15:29 close)
426,PUT,2025-10-06T09:30:00+05:30,2025-10-06T09:35:00+05:30,24888.10,24913.40,-25.30,5m0s,"1m PUT entry: EMA6(2490408) EMA9(2490714) < MA21(2491104), close=2488810","1m PUT exit: EMA6(2490858) crossed above EMA9(2490841), close=2491340"
427,CALL,2025-10-06T09:38:00+05:30,2025-10-06T09:54:00+05:30,24930.50,24941.70,11.20,16m0s,"1m CALL entry: EMA6(2492025) EMA9(2491732) > MA21(2491460), close=2493050","1m CALL exit: EMA6(2494751) crossed below EMA9(2494753), close=2494170"
428,CALL,2025-10-06T09:57:00+05:30,2025-10-06T10:29:00+05:30,24952.20,24966.30,14.10,32m0s,"1m CALL re-entry: EMA6(2494724) EMA9(2494710) > MA21(2494444), close=2495220","1m CALL exit: EMA6(2497099) crossed below EMA9(2497111), close=2496630"
429,CALL,2025-10-06T10:31:00+05:30,2025-10-06T10:44:00+05:30,24974.65,24976.60,1.95,13m0s,"1m CALL re-entry: EMA6(2497114) EMA9(2497109) > MA21(2496974), close=2497465","1m CALL exit: EMA6(2497996) crossed below EMA9(2498023), close=2497660"
430,PUT,2025-10-06T10:48:00+05:30,2025-10-06T10:55:00+05:30,24971.75,24985.50,-13.75,7m0s,"1m PUT entry: EMA6(2497591) EMA9(2497702) < MA21(2497822), close=2497175","1m PUT exit: EMA6(2497783) crossed above EMA9(2497696), close=2498550"
431,CALL,2025-10-06T10:56:00+05:30,2025-10-06T11:06:00+05:30,24989.70,24980.60,-9.10,10m0s,"1m CALL entry: EMA6(2498122) EMA9(2497951) > MA21(2497892), close=2498970","1m CALL exit: EMA6(2498464) crossed below EMA9(2498473), close=2498060"
432,CALL,2025-10-06T11:07:00+05:30,2025-10-06T11:18:00+05:30,24986.05,24985.70,-0.35,11m0s,"1m CALL re-entry: EMA6(2498504) EMA9(2498500) > MA21(2498155), close=2498605","1m CALL exit: EMA6(2499383) crossed below EMA9(2499437), close=2498570"
433,CALL,2025-10-06T11:20:00+05:30,2025-10-06T11:38:00+05:30,25004.25,25003.80,-0.45,18m0s,"1m CALL re-entry: EMA6(2499725) EMA9(2499661) > MA21(2499258), close=2500425","1m CALL exit: EMA6(2500689) crossed below EMA9(2500720), close=2500380"
434,CALL,2025-10-06T11:40:00+05:30,2025-10-06T11:44:00+05:30,25011.95,25006.20,-5.75,4m0s,"1m CALL re-entry: EMA6(2500826) EMA9(2500805) > MA21(2500670), close=2501195","1m CALL exit: EMA6(2500765) crossed below EMA9(2500775), close=2500620"
435,PUT,2025-10-06T11:45:00+05:30,2025-10-06T12:02:00+05:30,25001.15,25001.95,-0.80,17m0s,"1m PUT entry: EMA6(2500579) EMA9(2500643) < MA21(2500770), close=2500115","1m PUT exit: EMA6(2499588) crossed above EMA9(2499525), close=2500195"
436,CALL,2025-10-06T12:03:00+05:30,2025-10-06T12:29:00+05:30,25004.75,25006.00,1.25,26m0s,"1m CALL entry: EMA6(2499841) EMA9(2499715) > MA21(2499703), close=2500475","1m CALL exit: EMA6(2500738) crossed below EMA9(2500753), close=2500600"
437,PUT,2025-10-06T12:30:00+05:30,2025-10-06T12:40:00+05:30,25001.65,25007.25,-5.60,10m0s,"1m PUT entry: EMA6(2500575) EMA9(2500635) < MA21(2500668), close=2500165","1m PUT exit: EMA6(2500395) crossed above EMA9(2500385), close=2500725"
438,PUT,2025-10-06T12:41:00+05:30,2025-10-06T12:42:00+05:30,25001.35,25010.20,-8.85,1m0s,"1m PUT re-entry: EMA6(2500321) EMA9(2500335) < MA21(2500495), close=2500135","1m PUT exit: EMA6(2500520) crossed above EMA9(2500472), close=2501020"
439,CALL,2025-10-06T12:43:00+05:30,2025-10-06T13:19:00+05:30,25012.95,25051.95,39.00,36m0s,"1m CALL entry: EMA6(2500742) EMA9(2500636) > MA21(2500532), close=2501295","1m CALL exit: EMA6(2505453) crossed below EMA9(2505462), close=2505195"
440,PUT,2025-10-06T13:22:00+05:30,2025-10-06T13:27:00+05:30,25054.20,25056.75,-2.55,5m0s,"1m PUT entry: EMA6(2505322) EMA9(2505353) < MA21(2505366), close=2505420","1m PUT exit: EMA6(2505394) crossed above EMA9(2505364), close=2505675"
441,CALL,2025-10-06T13:29:00+05:30,2025-10-06T13:45:00+05:30,25066.15,25067.30,1.15,16m0s,"1m CALL entry: EMA6(2505796) EMA9(2505661) > MA21(2505559), close=2506615","1m CALL exit: EMA6(2507456) crossed below EMA9(2507536), close=2506730"
442,PUT,2025-10-06T13:47:00+05:30,2025-10-06T13:57:00+05:30,25072.25,25069.70,2.55,10m0s,"1m PUT entry: EMA6(2507421) EMA9(2507486) < MA21(2507506), close=2507225","1m PUT exit: EMA6(2506124) crossed above EMA9(2506040), close=2506970"
443,CALL,2025-10-06T14:00:00+05:30,2025-10-06T14:06:00+05:30,25073.15,25062.45,-10.70,6m0s,"1m CALL entry: EMA6(2506810) EMA9(2506601) > MA21(2506517), close=2507315","1m CALL exit: EMA6(2506781) crossed below EMA9(2506813), close=2506245"
444,PUT,2025-10-06T14:11:00+05:30,2025-10-06T14:22:00+05:30,25056.65,25061.50,-4.85,11m0s,"1m PUT entry: EMA6(2506159) EMA9(2506319) < MA21(2506337), close=2505665","1m PUT exit: EMA6(2505880) crossed above EMA9(2505867), close=2506150"
445,CALL,2025-10-06T14:25:00+05:30,2025-10-06T14:28:00+05:30,25066.15,25053.25,-12.90,3m0s,"1m CALL entry: EMA6(2506178) EMA9(2506094) > MA21(2506006), close=2506615","1m CALL exit: EMA6(2506035) crossed below EMA9(2506048), close=2505325"
446,PUT,2025-10-06T14:29:00+05:30,2025-10-06T14:34:00+05:30,25035.00,25065.00,-30.00,5m0s,"1m PUT entry: EMA6(2505310) EMA9(2505538) < MA21(2505799), close=2503500","1m PUT exit: EMA6(2505721) crossed above EMA9(2505662), close=2506500"
447,CALL,2025-10-06T14:35:00+05:30,2025-10-06T14:46:00+05:30,25064.75,25062.35,-2.40,11m0s,"1m CALL entry: EMA6(2505937) EMA9(2505824) > MA21(2505726), close=2506475","1m CALL exit: EMA6(2506467) crossed below EMA9(2506467), close=2506235"
448,PUT,2025-10-06T14:49:00+05:30,2025-10-06T14:52:00+05:30,25056.25,25084.60,-28.35,3m0s,"1m PUT entry: EMA6(2505953) EMA9(2506079) < MA21(2506089), close=2505625","1m PUT exit: EMA6(2506758) crossed above EMA9(2506585), close=2508460"
449,CALL,2025-10-06T15:06:00+05:30,2025-10-06T15:14:00+05:30,25080.85,25074.50,-6.35,8m0s,"1m CALL re-entry: EMA6(2507721) EMA9(2507714) > MA21(2507426), close=2508085","1m CALL exit: EMA6(2507835) crossed below EMA9(2507860), close=2507450"
450,CALL,2025-10-06T15:19:00+05:30,2025-10-06T15:20:00+05:30,25081.45,25074.85,-6.60,1m0s,"1m CALL entry: EMA6(2507907) EMA9(2507889) > MA21(2507850), close=2508145","1m CALL exit: EMA6(2507787) crossed below EMA9(2507808), close=2507485"
451,CALL,2025-10-06T15:23:00+05:30,2025-10-06T15:28:00+05:30,25081.55,25075.55,-6.00,5m0s,"1m CALL entry: EMA6(2507906) EMA9(2507881) > MA21(2507842), close=2508155","1m CALL exit: EMA6(2507855) crossed below EMA9(2507868), close=2507555"
